Date,Category,Description,Amount,Type
2024-05-07,Education,Insurance premium,3539,Expense
2024-05-07,Healthcare,Snacks,3317,Expense
2024-05-07,Miscellaneous,Bus fare,4968,Expense
2024-05-07,Groceries,Snacks,436,Expense
2024-05-07,Shopping,Bus fare,1586,Income
2024-05-07,Education,Online course,3149,Expense
2024-05-07,Miscellaneous,Insurance premium,924,Expense
2024-05-07,Healthcare,New clothes,1406,Expense
2024-05-07,Insurance,Movie,2573,Expense
2024-05-07,Shopping,Movie,1334,Expense
2024-05-08,Education,New clothes,3595,Expense
2024-05-08,Utilities,Bus fare,3843,Expense
2024-05-08,Insurance,Doctor visit,4941,Expense
2024-05-08,Entertainment,Bought items,1357,Expense
2024-05-08,Healthcare,Snacks,4923,Expense
2024-05-08,Healthcare,Maintenance,4432,Expense
2024-05-08,Rent,Insurance premium,3503,Expense
2024-05-08,Miscellaneous,Snacks,3034,Expense
2024-05-08,Insurance,New clothes,1793,Expense
2024-05-08,Education,Insurance premium,2396,Expense
2024-05-08,Groceries,Snacks,3743,Expense
2024-05-08,Transport,Monthly bill,1241,Expense
2024-05-08,Rent,Insurance premium,809,Expense
2024-05-08,Miscellaneous,Online course,1200,Expense
2024-05-08,Insurance,Doctor visit,2123,Expense
2024-05-08,Groceries,Movie,4187,Expense
2024-05-08,Insurance,New clothes,1949,Expense
2024-05-08,Shopping,Online course,1334,Expense
2024-05-08,Entertainment,Doctor visit,3405,Expense
2024-05-08,Healthcare,Bought items,2781,Expense
2024-05-08,Groceries,Doctor visit,1330,Expense
2024-05-08,Insurance,Movie,4861,Expense
2024-05-08,Transport,Bus fare,1960,Expense
2024-05-08,Education,Insurance premium,2449,Expense
2024-05-08,Utilities,Monthly bill,3999,Expense
2024-05-08,Miscellaneous,Doctor visit,654,Expense
2024-05-08,Groceries,New clothes,1248,Expense
2024-05-08,Entertainment,Maintenance,2207,Expense
2024-05-08,Shopping,Snacks,3120,Expense
2024-05-08,Miscellaneous,Doctor visit,2560,Expense
2024-05-08,Education,Monthly bill,433,Expense
2024-05-08,Insurance,Maintenance,3093,Expense
2024-05-08,Entertainment,Maintenance,2402,Expense
2024-05-08,Shopping,Insurance premium,3181,Expense
2024-05-08,Miscellaneous,Movie,716,Expense
2024-05-08,Miscellaneous,Doctor visit,4245,Expense
2024-05-08,Shopping,Bought items,3571,Expense
2024-05-08,Transport,Monthly bill,4726,Expense
2024-05-08,Utilities,Snacks,2500,Expense
2024-05-08,Groceries,New clothes,2813,Expense
2024-05-08,Entertainment,Online course,2648,Expense
2024-05-08,Shopping,Maintenance,3797,Expense
2024-05-08,Groceries,New clothes,3703,Expense
2024-05-08,Rent,Online course,976,Expense
2024-05-08,Healthcare,New clothes,1437,Expense
2024-05-08,Shopping,Bought items,3837,Expense
2024-05-09,Utilities,Movie,4506,Expense
2024-05-09,Entertainment,Movie,2305,Expense
2024-05-09,Education,Monthly bill,1873,Expense
2024-05-09,Transport,Monthly bill,4420,Expense
2024-05-09,Miscellaneous,Bought items,4638,Expense
2024-05-09,Insurance,Maintenance,1914,Expense
2024-05-09,Shopping,Online course,695,Expense
2024-05-09,Miscellaneous,Bus fare,2857,Expense
2024-05-09,Rent,Monthly bill,614,Expense
2024-05-09,Miscellaneous,Insurance premium,4162,Expense
2024-05-09,Rent,Snacks,370,Expense
2024-05-09,Entertainment,Snacks,749,Expense
2024-05-09,Insurance,Doctor visit,3318,Expense
2024-05-09,Entertainment,New clothes,2336,Expense
2024-05-09,Education,Snacks,2931,Expense
2024-05-09,Utilities,Online course,3225,Expense
2024-05-09,Entertainment,Online course,4747,Expense
2024-05-09,Utilities,Maintenance,4878,Income
2024-05-09,Insurance,Movie,3637,Expense
2024-05-09,Utilities,Insurance premium,2077,Expense
2024-05-09,Healthcare,Snacks,2399,Expense
2024-05-09,Groceries,Bus fare,3844,Expense
2024-05-09,Insurance,Bought items,2987,Expense
2024-05-09,Healthcare,Movie,4605,Expense
2024-05-09,Shopping,Online course,695,Expense
2024-05-09,Healthcare,Doctor visit,1916,Expense
2024-05-09,Utilities,Bought items,1600,Expense
2024-05-09,Utilities,Monthly bill,558,Income
2024-05-09,Groceries,Maintenance,1198,Expense
2024-05-09,Education,New clothes,931,Income
2024-05-09,Transport,Doctor visit,4231,Income
2024-05-09,Utilities,Bought items,696,Expense
2024-05-09,Education,Bought items,3592,Expense
2024-05-09,Groceries,Monthly bill,4916,Expense
2024-05-09,Transport,Bus fare,3961,Expense
2024-05-09,Education,Doctor visit,1224,Expense
2024-05-09,Insurance,Doctor visit,3394,Expense
2024-05-09,Miscellaneous,Online course,1906,Expense
2024-05-09,Shopping,Doctor visit,3498,Expense
2024-05-09,Shopping,Monthly bill,2909,Expense
2024-05-09,Miscellaneous,Insurance premium,2298,Expense
2024-05-09,Shopping,Insurance premium,4310,Expense
2024-05-09,Shopping,New clothes,1959,Expense
2024-05-09,Education,Doctor visit,3469,Expense
2024-05-09,Entertainment,Insurance premium,3296,Expense
2024-05-09,Rent,Movie,3169,Expense
2024-05-09,Groceries,Bought items,4970,Expense
2024-05-09,Utilities,Bus fare,3696,Expense
2024-05-09,Insurance,Doctor visit,338,Expense
2024-05-09,Insurance,Maintenance,3071,Expense
2024-05-09,Groceries,Insurance premium,4384,Expense
2024-05-10,Miscellaneous,Bus fare,2221,Expense
2024-05-10,Education,Doctor visit,4526,Expense
2024-05-10,Entertainment,New clothes,1623,Expense
2024-05-10,Insurance,Bus fare,819,Expense
2024-05-10,Insurance,Monthly bill,1205,Income
2024-05-10,Insurance,Maintenance,199,Expense
2024-05-10,Insurance,Maintenance,4207,Expense
2024-05-10,Groceries,Movie,4353,Expense
2024-05-10,Entertainment,Online course,3949,Expense
2024-05-10,Utilities,Bought items,1041,Income
2024-05-10,Rent,Bus fare,2807,Expense
2024-05-10,Miscellaneous,Monthly bill,4829,Expense
2024-05-10,Utilities,Doctor visit,3744,Expense
2024-05-10,Groceries,Snacks,3847,Income
2024-05-10,Rent,Bought items,1449,Income
2024-05-10,Miscellaneous,New clothes,4125,Expense
2024-05-10,Insurance,Bus fare,2900,Expense
2024-05-10,Entertainment,Snacks,3263,Expense
2024-05-10,Miscellaneous,Snacks,4925,Expense
2024-05-10,Shopping,Monthly bill,597,Expense
2024-05-10,Rent,Snacks,674,Expense
2024-05-10,Healthcare,Monthly bill,384,Income
2024-05-10,Transport,New clothes,1389,Expense
2024-05-10,Transport,Bus fare,4233,Income
2024-05-10,Insurance,Snacks,3935,Expense
2024-05-10,Groceries,Bought items,3394,Expense
2024-05-10,Groceries,Monthly bill,1717,Expense
2024-05-10,Shopping,Movie,4829,Expense
2024-05-10,Shopping,Maintenance,178,Expense
2024-05-10,Shopping,Maintenance,3679,Expense
2024-05-10,Utilities,Snacks,4280,Expense
2024-05-10,Shopping,Movie,2403,Expense
2024-05-10,Rent,Online course,466,Expense
2024-05-10,Insurance,Doctor visit,1791,Income
2024-05-10,Utilities,Snacks,3602,Expense
2024-05-10,Education,Bus fare,927,Expense
2024-05-10,Transport,Snacks,4342,Expense
2024-05-10,Entertainment,Bought items,1909,Expense
2024-05-10,Healthcare,Insurance premium,118,Expense
2024-05-10,Rent,Monthly bill,1498,Expense
2024-05-10,Miscellaneous,Doctor visit,2630,Income
2024-05-10,Utilities,Movie,3141,Expense
2024-05-10,Miscellaneous,Doctor visit,4531,Expense
2024-05-10,Entertainment,New clothes,1269,Income
2024-05-10,Groceries,Movie,3741,Expense
2024-05-10,Miscellaneous,Doctor visit,3897,Expense
2024-05-10,Shopping,Monthly bill,523,Expense
2024-05-10,Education,New clothes,1934,Expense
2024-05-10,Miscellaneous,Maintenance,4829,Expense
2024-05-10,Miscellaneous,Maintenance,2424,Expense
2024-05-10,Rent,Maintenance,4051,Expense
2024-05-10,Entertainment,Monthly bill,4169,Expense
2024-05-10,Healthcare,Snacks,2287,Expense
2024-05-10,Entertainment,New clothes,640,Expense
2024-05-10,Rent,Bus fare,556,Expense
2024-05-10,Education,Movie,920,Expense
2024-05-10,Healthcare,Doctor visit,3380,Expense
2024-05-10,Insurance,Monthly bill,2753,Income
2024-05-10,Miscellaneous,Maintenance,4080,Income
2024-05-10,Transport,Monthly bill,1218,Expense
2024-05-10,Shopping,Insurance premium,4023,Expense
2024-05-10,Entertainment,Bought items,4494,Expense
2024-05-10,Groceries,Monthly bill,3429,Expense
2024-05-11,Shopping,New clothes,4891,Expense
2024-05-11,Groceries,Insurance premium,4693,Expense
2024-05-11,Shopping,Monthly bill,134,Expense
2024-05-11,Transport,Movie,1940,Expense
2024-05-11,Shopping,Online course,3110,Expense
2024-05-11,Entertainment,New clothes,1815,Expense
2024-05-11,Education,Online course,1169,Expense
2024-05-11,Utilities,Bus fare,2369,Expense
2024-05-11,Transport,Insurance premium,3156,Expense
2024-05-11,Miscellaneous,Insurance premium,4108,Expense
2024-05-11,Transport,Doctor visit,3076,Expense
2024-05-11,Transport,Snacks,4917,Expense
2024-05-11,Transport,Bought items,2003,Expense
2024-05-11,Miscellaneous,Bus fare,4586,Expense
2024-05-11,Rent,Insurance premium,1984,Expense
2024-05-11,Groceries,Bought items,4681,Expense
2024-05-11,Healthcare,Maintenance,4645,Expense
2024-05-11,Utilities,Online course,3767,Expense
2024-05-11,Utilities,New clothes,2148,Expense
2024-05-11,Entertainment,Snacks,1272,Expense
2024-05-11,Insurance,Snacks,1666,Expense
2024-05-11,Insurance,Doctor visit,2825,Expense
2024-05-11,Insurance,Doctor visit,2554,Expense
2024-05-11,Transport,Bus fare,340,Income
2024-05-11,Shopping,Doctor visit,1164,Expense
2024-05-11,Education,New clothes,2272,Expense
2024-05-11,Insurance,Movie,1740,Income
2024-05-11,Entertainment,Bought items,3160,Expense
2024-05-11,Transport,Doctor visit,2667,Expense
2024-05-11,Groceries,Insurance premium,1748,Expense
2024-05-11,Groceries,Bus fare,3409,Expense
2024-05-11,Utilities,Maintenance,3486,Expense
2024-05-11,Rent,Doctor visit,1074,Expense
2024-05-11,Entertainment,Bought items,1651,Expense
2024-05-11,Groceries,Movie,134,Income
2024-05-11,Healthcare,New clothes,1859,Expense
2024-05-11,Education,Maintenance,3750,Expense
2024-05-11,Miscellaneous,Movie,2526,Expense
2024-05-11,Rent,Snacks,1193,Expense
2024-05-12,Groceries,Bus fare,1897,Expense
2024-05-12,Healthcare,Online course,1540,Expense
2024-05-12,Entertainment,Insurance premium,2266,Expense
2024-05-12,Entertainment,Snacks,4442,Expense
2024-05-12,Groceries,Insurance premium,3922,Expense
2024-05-12,Entertainment,Doctor visit,4005,Expense
2024-05-12,Miscellaneous,Movie,3248,Expense
2024-05-12,Miscellaneous,Doctor visit,2707,Expense
2024-05-12,Entertainment,Insurance premium,307,Expense
2024-05-12,Miscellaneous,Monthly bill,1025,Income
2024-05-12,Transport,Movie,3887,Income
2024-05-12,Shopping,Bought items,4802,Expense
2024-05-12,Entertainment,Bought items,1701,Expense
2024-05-12,Insurance,Online course,4794,Expense
2024-05-12,Healthcare,Bought items,3946,Expense
2024-05-12,Shopping,Doctor visit,498,Expense
2024-05-12,Utilities,Movie,4685,Expense
2024-05-12,Utilities,Movie,1357,Expense
2024-05-12,Utilities,Bought items,1769,Expense
2024-05-12,Groceries,Online course,1729,Expense
2024-05-12,Healthcare,Monthly bill,4967,Expense
2024-05-12,Miscellaneous,New clothes,3908,Expense
2024-05-12,Groceries,Online course,425,Expense
2024-05-12,Rent,Snacks,1940,Expense
2024-05-12,Entertainment,Bus fare,4312,Expense
2024-05-12,Groceries,Bought items,2466,Expense
2024-05-12,Groceries,Monthly bill,753,Expense
2024-05-12,Shopping,Movie,3381,Income
2024-05-12,Insurance,Insurance premium,4989,Expense
2024-05-12,Healthcare,Bus fare,478,Expense
2024-05-12,Miscellaneous,Insurance premium,517,Expense
2024-05-12,Healthcare,Insurance premium,2875,Expense
2024-05-12,Entertainment,Monthly bill,4803,Expense
2024-05-12,Utilities,Maintenance,3424,Income
2024-05-12,Rent,Bus fare,1155,Income
2024-05-12,Entertainment,Monthly bill,519,Expense
2024-05-12,Shopping,Online course,373,Expense
2024-05-12,Education,New clothes,3757,Expense
2024-05-12,Education,Bus fare,1549,Expense
2024-05-12,Miscellaneous,Doctor visit,424,Expense
2024-05-12,Entertainment,Maintenance,475,Income
2024-05-12,Healthcare,Maintenance,4254,Expense
2024-05-12,Rent,Snacks,1500,Expense
2024-05-12,Groceries,Movie,1816,Expense
2024-05-13,Groceries,Maintenance,272,Expense
2024-05-13,Transport,Bought items,1139,Expense
2024-05-13,Miscellaneous,Online course,3489,Expense
2024-05-13,Insurance,Monthly bill,3181,Expense
2024-05-13,Healthcare,Maintenance,2857,Expense
2024-05-13,Rent,Insurance premium,248,Expense
2024-05-13,Utilities,Snacks,2986,Income
2024-05-13,Healthcare,Doctor visit,1977,Expense
2024-05-13,Insurance,Movie,4989,Expense
2024-05-13,Groceries,Bus fare,3119,Expense
2024-05-13,Utilities,Maintenance,428,Expense
2024-05-13,Healthcare,Bus fare,4782,Expense
2024-05-13,Healthcare,Movie,2670,Income
2024-05-13,Groceries,Monthly bill,4551,Expense
2024-05-13,Entertainment,Bus fare,4885,Expense
2024-05-13,Healthcare,Movie,2472,Income
2024-05-13,Education,Movie,4464,Expense
2024-05-13,Utilities,Insurance premium,2050,Expense
2024-05-13,Transport,Movie,2890,Expense
2024-05-13,Utilities,New clothes,2383,Expense
2024-05-13,Insurance,New clothes,1144,Expense
2024-05-13,Insurance,New clothes,4067,Expense
2024-05-13,Insurance,Online course,4901,Income
2024-05-13,Rent,Snacks,4126,Expense
2024-05-13,Shopping,Snacks,1332,Expense
2024-05-13,Education,Insurance premium,4086,Income
2024-05-13,Miscellaneous,Online course,4006,Expense
2024-05-13,Miscellaneous,Insurance premium,1181,Income
2024-05-13,Insurance,Bought items,3635,Expense
2024-05-13,Groceries,Monthly bill,4567,Income
2024-05-13,Healthcare,Maintenance,4777,Expense
2024-05-13,Utilities,Snacks,3263,Expense
2024-05-13,Entertainment,Movie,1811,Expense
2024-05-13,Groceries,Snacks,3028,Expense
2024-05-13,Utilities,Bought items,4378,Expense
2024-05-13,Insurance,New clothes,3891,Expense
2024-05-13,Transport,Bought items,4841,Expense
2024-05-13,Rent,New clothes,4533,Expense
2024-05-13,Shopping,New clothes,3194,Expense
2024-05-13,Miscellaneous,Maintenance,4119,Expense
2024-05-13,Insurance,Doctor visit,181,Expense
2024-05-13,Education,Online course,4298,Expense
2024-05-13,Shopping,Bought items,1749,Expense
2024-05-13,Healthcare,New clothes,875,Expense
2024-05-13,Rent,New clothes,4865,Expense
2024-05-13,Entertainment,Bus fare,855,Expense
2024-05-13,Transport,Maintenance,3285,Expense
2024-05-13,Insurance,Doctor visit,4879,Income
2024-05-13,Shopping,Insurance premium,725,Expense
2024-05-13,Healthcare,Bought items,3479,Expense
2024-05-13,Utilities,Online course,2800,Expense
2024-05-13,Miscellaneous,Snacks,2612,Expense
2024-05-13,Entertainment,Movie,817,Expense
2024-05-13,Utilities,Snacks,681,Income
2024-05-13,Transport,Doctor visit,416,Expense
2024-05-13,Insurance,Monthly bill,1066,Expense
2024-05-13,Entertainment,Snacks,4607,Expense
2024-05-14,Insurance,Online course,4334,Expense
2024-05-14,Rent,Doctor visit,3340,Expense
2024-05-14,Education,Maintenance,2075,Expense
2024-05-14,Healthcare,Doctor visit,1251,Expense
2024-05-14,Groceries,Monthly bill,4775,Expense
2024-05-14,Education,Maintenance,756,Expense
2024-05-14,Rent,New clothes,1608,Expense
2024-05-14,Insurance,Insurance premium,4797,Expense
2024-05-14,Transport,New clothes,2355,Expense
2024-05-14,Transport,Movie,1012,Expense
2024-05-14,Education,Snacks,4815,Expense
2024-05-14,Groceries,Online course,2941,Expense
2024-05-14,Shopping,Online course,933,Expense
2024-05-14,Education,Maintenance,3276,Expense
2024-05-14,Transport,Bought items,1766,Income
2024-05-14,Healthcare,Snacks,2922,Expense
2024-05-14,Shopping,Movie,892,Expense
2024-05-14,Education,Insurance premium,2758,Expense
2024-05-14,Healthcare,Doctor visit,3761,Expense
2024-05-14,Insurance,Snacks,3066,Expense
2024-05-14,Transport,Maintenance,600,Expense
2024-05-14,Education,Online course,4822,Expense
2024-05-14,Education,New clothes,664,Expense
2024-05-14,Groceries,Movie,3728,Expense
2024-05-14,Miscellaneous,Monthly bill,4256,Expense
2024-05-14,Education,Online course,1924,Expense
2024-05-14,Utilities,Snacks,4600,Expense
2024-05-14,Groceries,New clothes,2935,Expense
2024-05-14,Healthcare,Insurance premium,2397,Income
2024-05-14,Education,Monthly bill,4690,Income
2024-05-14,Miscellaneous,Insurance premium,536,Expense
2024-05-14,Insurance,Monthly bill,344,Expense
2024-05-14,Miscellaneous,Online course,1386,Expense
2024-05-14,Miscellaneous,Movie,3202,Expense
2024-05-14,Education,Bought items,1558,Expense
2024-05-14,Insurance,Bus fare,470,Expense
2024-05-14,Insurance,Maintenance,1034,Income
2024-05-14,Miscellaneous,Snacks,4839,Income
2024-05-14,Entertainment,Maintenance,4472,Expense
2024-05-14,Rent,Maintenance,313,Expense
2024-05-14,Healthcare,Monthly bill,2172,Expense
2024-05-14,Miscellaneous,Bought items,2765,Expense
2024-05-14,Utilities,Online course,3468,Expense
2024-05-14,Transport,Doctor visit,4120,Expense
2024-05-14,Rent,Snacks,1047,Expense
2024-05-14,Healthcare,Online course,4403,Expense
2024-05-14,Transport,Bought items,1461,Expense
2024-05-14,Healthcare,Movie,507,Expense
2024-05-14,Entertainment,Maintenance,2029,Expense
2024-05-14,Shopping,Maintenance,1026,Expense
2024-05-14,Utilities,Bought items,1460,Expense
2024-05-14,Insurance,Movie,2757,Expense
2024-05-14,Education,New clothes,3083,Expense
2024-05-14,Groceries,Maintenance,1176,Expense
2024-05-14,Utilities,Movie,1614,Expense
2024-05-15,Utilities,Online course,2508,Expense
2024-05-15,Insurance,Monthly bill,1978,Expense
2024-05-15,Entertainment,Movie,420,Expense
2024-05-15,Transport,Bus fare,3186,Expense
2024-05-15,Transport,Movie,3681,Expense
2024-05-15,Transport,Bus fare,1364,Expense
2024-05-15,Miscellaneous,Maintenance,4457,Expense
2024-05-15,Rent,Bought items,3517,Expense
2024-05-15,Shopping,Snacks,4137,Income
2024-05-15,Entertainment,Insurance premium,2424,Expense
2024-05-15,Entertainment,New clothes,3192,Expense
2024-05-15,Groceries,Snacks,1459,Expense
2024-05-15,Transport,Online course,1407,Expense
2024-05-15,Utilities,Maintenance,3852,Income
2024-05-15,Entertainment,Maintenance,2667,Expense
2024-05-15,Education,Doctor visit,2676,Income
2024-05-15,Rent,New clothes,1410,Expense
2024-05-15,Education,Maintenance,4086,Expense
2024-05-15,Education,Doctor visit,2605,Income
2024-05-15,Utilities,Maintenance,2999,Expense
2024-05-15,Groceries,Online course,3180,Expense
2024-05-15,Miscellaneous,Online course,2561,Expense
2024-05-15,Rent,Bus fare,2270,Expense
2024-05-15,Education,Monthly bill,2813,Expense
2024-05-15,Entertainment,Bus fare,3305,Expense
2024-05-15,Miscellaneous,Bought items,909,Expense
2024-05-15,Insurance,Snacks,2003,Expense
2024-05-15,Transport,Movie,4374,Expense
2024-05-15,Shopping,Movie,1431,Expense
2024-05-15,Rent,Bus fare,4254,Expense
2024-05-15,Insurance,Bus fare,1631,Expense
2024-05-15,Insurance,Insurance premium,1648,Expense
2024-05-15,Rent,Movie,4980,Expense
2024-05-15,Groceries,Monthly bill,2184,Expense
2024-05-15,Miscellaneous,Snacks,1052,Expense
2024-05-15,Entertainment,Online course,1024,Expense
2024-05-15,Utilities,Online course,2344,Income
2024-05-15,Miscellaneous,Doctor visit,2252,Expense
2024-05-15,Miscellaneous,Bus fare,2260,Income
2024-05-15,Utilities,Online course,791,Expense
2024-05-15,Insurance,New clothes,1196,Expense
2024-05-15,Rent,Monthly bill,1009,Expense
2024-05-15,Entertainment,Bus fare,650,Expense
2024-05-15,Shopping,Snacks,4121,Expense
2024-05-15,Entertainment,Maintenance,3475,Expense
2024-05-15,Transport,Bus fare,275,Expense
2024-05-15,Rent,Online course,3412,Expense
2024-05-15,Insurance,Doctor visit,2513,Expense
2024-05-15,Transport,Bus fare,2885,Expense
2024-05-15,Insurance,Movie,1901,Expense
2024-05-16,Miscellaneous,Bought items,3615,Income
2024-05-16,Healthcare,Bus fare,315,Expense
2024-05-16,Shopping,Insurance premium,4082,Expense
2024-05-16,Shopping,Bought items,2781,Income
2024-05-16,Entertainment,Doctor visit,4666,Expense
2024-05-16,Shopping,Doctor visit,2579,Expense
2024-05-16,Entertainment,Doctor visit,2309,Expense
2024-05-16,Education,Online course,1177,Expense
2024-05-16,Rent,Monthly bill,3057,Income
2024-05-16,Transport,Snacks,3375,Income
2024-05-16,Insurance,Bus fare,2483,Expense
2024-05-16,Utilities,Snacks,1864,Expense
2024-05-16,Miscellaneous,Doctor visit,4012,Expense
2024-05-16,Miscellaneous,Bought items,2006,Expense
2024-05-16,Utilities,Movie,1656,Expense
2024-05-16,Insurance,Online course,1374,Expense
2024-05-16,Utilities,New clothes,3116,Expense
2024-05-16,Healthcare,Monthly bill,1051,Expense
2024-05-16,Healthcare,Maintenance,2023,Expense
2024-05-16,Shopping,Snacks,3213,Income
2024-05-16,Groceries,Insurance premium,3483,Expense
2024-05-16,Rent,Movie,2951,Expense
2024-05-16,Utilities,Doctor visit,2128,Expense
2024-05-16,Miscellaneous,Monthly bill,2570,Expense
2024-05-16,Groceries,New clothes,4583,Income
2024-05-16,Entertainment,Movie,1733,Expense
2024-05-16,Utilities,New clothes,1152,Expense
2024-05-16,Insurance,Monthly bill,3237,Expense
2024-05-16,Shopping,Movie,2066,Expense
2024-05-16,Insurance,New clothes,4387,Expense
2024-05-16,Utilities,Doctor visit,1809,Expense
2024-05-16,Rent,Movie,2481,Expense
2024-05-16,Healthcare,New clothes,350,Expense
2024-05-16,Transport,New clothes,3695,Expense
2024-05-16,Miscellaneous,Movie,4600,Expense
2024-05-16,Rent,Snacks,1229,Expense
2024-05-16,Rent,New clothes,3218,Expense
2024-05-16,Utilities,Movie,688,Expense
2024-05-16,Healthcare,Monthly bill,1927,Expense
2024-05-16,Healthcare,Insurance premium,4288,Expense
2024-05-16,Healthcare,Bought items,798,Expense
2024-05-16,Rent,Snacks,1532,Expense
2024-05-16,Transport,Insurance premium,4057,Income
2024-05-16,Shopping,Bought items,3988,Expense
2024-05-16,Insurance,Movie,1592,Expense
2024-05-16,Insurance,Movie,2606,Expense
2024-05-16,Education,Online course,1673,Expense
2024-05-16,Groceries,Bus fare,1461,Expense
2024-05-16,Miscellaneous,Snacks,3614,Expense
2024-05-16,Insurance,Movie,2694,Income
2024-05-16,Entertainment,Snacks,2782,Expense
2024-05-16,Transport,Insurance premium,3108,Income
2024-05-16,Utilities,Bought items,1607,Expense
2024-05-16,Insurance,New clothes,4837,Income
2024-05-16,Insurance,Snacks,2239,Expense
2024-05-16,Utilities,Maintenance,2963,Expense
2024-05-16,Insurance,Snacks,2929,Expense
2024-05-16,Rent,Insurance premium,4850,Expense
2024-05-16,Transport,Doctor visit,600,Expense
2024-05-16,Transport,Snacks,2845,Income
2024-05-16,Healthcare,Movie,881,Income
2024-05-16,Rent,Movie,663,Expense
2024-05-16,Transport,Bus fare,1072,Expense
2024-05-17,Healthcare,Bus fare,2170,Expense
2024-05-17,Miscellaneous,Movie,2344,Expense
2024-05-17,Education,Insurance premium,4975,Expense
2024-05-17,Healthcare,Insurance premium,2812,Expense
2024-05-17,Miscellaneous,New clothes,3357,Income
2024-05-17,Miscellaneous,Movie,2334,Expense
2024-05-17,Insurance,Maintenance,3710,Expense
2024-05-17,Healthcare,Snacks,4716,Expense
2024-05-17,Transport,New clothes,2294,Expense
2024-05-17,Education,Snacks,4459,Expense
2024-05-17,Insurance,Monthly bill,1012,Expense
2024-05-17,Miscellaneous,Bought items,2361,Expense
2024-05-17,Rent,Online course,1582,Income
2024-05-17,Entertainment,Monthly bill,4560,Expense
2024-05-17,Groceries,Maintenance,4300,Income
2024-05-17,Education,Online course,4560,Expense
2024-05-17,Entertainment,Bus fare,3337,Expense
2024-05-17,Transport,Bus fare,4483,Expense
2024-05-17,Healthcare,Movie,2432,Expense
2024-05-17,Rent,Doctor visit,3132,Expense
2024-05-17,Rent,Bus fare,4925,Expense
2024-05-17,Entertainment,Bought items,2826,Expense
2024-05-17,Groceries,Snacks,2144,Expense
2024-05-17,Groceries,Maintenance,289,Expense
2024-05-17,Healthcare,Bought items,2175,Expense
2024-05-17,Healthcare,Movie,873,Expense
2024-05-17,Entertainment,Insurance premium,4166,Expense
2024-05-17,Healthcare,Bought items,714,Expense
2024-05-17,Utilities,New clothes,398,Expense
2024-05-17,Utilities,Monthly bill,1495,Expense
2024-05-17,Groceries,New clothes,1089,Expense
2024-05-17,Shopping,Online course,909,Expense
2024-05-17,Groceries,Maintenance,498,Expense
2024-05-17,Transport,Maintenance,2990,Expense
2024-05-17,Education,Bus fare,1369,Expense
2024-05-17,Healthcare,Online course,289,Expense
2024-05-17,Healthcare,Insurance premium,2159,Expense
2024-05-17,Shopping,Monthly bill,3733,Expense
2024-05-17,Utilities,Maintenance,276,Expense
2024-05-17,Rent,New clothes,1174,Expense
2024-05-17,Healthcare,Doctor visit,940,Expense
2024-05-17,Utilities,Snacks,3047,Expense
2024-05-17,Miscellaneous,Bought items,1700,Expense
2024-05-17,Insurance,Bus fare,2715,Expense
2024-05-17,Entertainment,Insurance premium,1862,Expense
2024-05-17,Utilities,Doctor visit,4023,Expense
2024-05-17,Insurance,Doctor visit,4593,Expense
2024-05-17,Groceries,Insurance premium,2666,Expense
2024-05-17,Groceries,New clothes,1375,Expense
2024-05-17,Transport,Doctor visit,2156,Expense
2024-05-17,Shopping,Bus fare,1821,Income
2024-05-17,Transport,Bus fare,4728,Expense
2024-05-17,Transport,Bought items,2418,Expense
2024-05-17,Miscellaneous,Bought items,447,Expense
2024-05-17,Healthcare,New clothes,1300,Expense
2024-05-17,Groceries,Online course,1375,Expense
2024-05-17,Rent,Snacks,1817,Income
2024-05-17,Transport,Snacks,604,Expense
2024-05-17,Shopping,Snacks,930,Expense
2024-05-17,Healthcare,Doctor visit,874,Expense
2024-05-17,Healthcare,Movie,4393,Expense
2024-05-18,Miscellaneous,Snacks,2081,Expense
2024-05-18,Shopping,Insurance premium,4930,Expense
2024-05-18,Shopping,Bus fare,1605,Expense
2024-05-18,Insurance,Snacks,1659,Expense
2024-05-18,Utilities,Insurance premium,322,Expense
2024-05-18,Groceries,Maintenance,4104,Expense
2024-05-18,Entertainment,Monthly bill,2400,Expense
2024-05-18,Utilities,Snacks,4269,Expense
2024-05-18,Utilities,Bought items,2013,Expense
2024-05-18,Utilities,Bus fare,3914,Expense
2024-05-18,Miscellaneous,Bought items,2835,Expense
2024-05-18,Education,Monthly bill,568,Expense
2024-05-18,Transport,Doctor visit,3393,Expense
2024-05-18,Rent,Insurance premium,1695,Income
2024-05-18,Transport,Bus fare,2310,Expense
2024-05-18,Entertainment,Bus fare,1508,Expense
2024-05-18,Healthcare,Doctor visit,1857,Expense
2024-05-18,Rent,Monthly bill,427,Expense
2024-05-18,Education,Bus fare,175,Expense
2024-05-18,Insurance,Insurance premium,2069,Expense
2024-05-18,Transport,Snacks,901,Expense
2024-05-18,Shopping,Maintenance,1975,Expense
2024-05-18,Utilities,Maintenance,4638,Expense
2024-05-18,Healthcare,Monthly bill,2956,Expense
2024-05-18,Education,Bought items,2808,Expense
2024-05-18,Utilities,Snacks,1087,Expense
2024-05-18,Shopping,Maintenance,2014,Expense
2024-05-18,Groceries,New clothes,1309,Income
2024-05-18,Insurance,Insurance premium,1716,Expense
2024-05-18,Miscellaneous,Monthly bill,426,Expense
2024-05-18,Groceries,Insurance premium,1287,Income
